CharlieID,PassengerID,Balance,TransactionID,CardNumber,CVV,ExpirationDate
9507421882,186,566,569,5.04837E+15,413,1/1/30
5526784339,187,578,923,,958,1/12/24
848175654,188,824,767,5.04838E+15,838,10/27/27
2786812682,189,2,702,,647,6/29/29
7487015890,190,869,955,5.04838E+15,497,8/6/22
3501783825,191,176,288,5.10875E+15,655,1/26/30
1861753985,192,180,967,,811,2/23/24
1458275531,193,824,528,,737,4/28/25
902163787,194,426,915,5.10875E+15,266,11/8/24
7764010006,195,614,446,,523,1/27/22
1404931570,196,157,208,,149,1/1/27
6813095439,197,452,787,5.10875E+15,233,1/15/23
9630232456,198,179,636,5.04837E+15,904,4/23/23
3715192941,199,302,471,,914,12/25/24
192255495,200,942,864,,678,5/14/29
8602689683,201,128,206,5.10875E+15,355,3/21/26
5942626049,202,867,324,5.04838E+15,194,6/20/26
702166464,203,891,899,5.04838E+15,491,1/12/27
8504094472,204,1,825,,530,1/15/27
4091238955,205,508,257,,372,5/12/26
4856175416,206,781,245,,424,6/13/26
1229781676,207,794,268,,860,3/21/28
1322556318,208,889,672,,320,5/12/24
9470618459,209,538,507,,255,2/26/23
6968836467,210,429,460,5.04837E+15,500,1/26/24
3188997760,211,429,350,5.10875E+15,638,6/17/21
8818608606,212,469,512,,255,2/17/28
4311045417,213,572,658,,165,7/12/26
6456309085,214,888,164,5.04838E+15,879,2/4/21
3230178947,215,439,256,,686,8/14/22
3318212741,216,463,529,,394,7/22/23
5023367312,217,755,150,,831,9/21/29
6733779803,218,203,874,,351,10/18/30
7957753884,219,965,187,,910,1/13/22
5886586210,220,144,358,,228,12/11/26
7060389873,221,306,125,,202,2/18/24
6497313877,222,484,708,,370,12/24/27
6562911028,223,98,846,,271,3/4/22
2729183728,224,800,296,,650,6/23/24
3823556266,225,896,739,,813,10/30/26
617832854,226,944,162,,955,11/19/29
1902375092,227,962,643,5.04837E+15,871,11/19/23
3789010006,228,542,833,,152,2/22/21
2054232408,229,412,521,5.04837E+15,443,3/28/24
9271552091,230,222,590,,625,12/26/30
5164367424,231,116,293,5.04838E+15,546,2/16/21
2176801040,232,951,463,,321,12/21/30
112694764,233,884,996,,865,5/6/29
6633112548,234,886,650,,335,1/21/24
2773006518,235,827,178,,277,7/21/25
818961066,236,46,406,,347,3/11/30
6251229276,237,309,330,,969,2/20/28
8569299907,238,841,219,,820,3/11/25
1888697660,239,641,877,,200,4/26/25
9354312004,240,458,599,,802,1/4/23
8685155940,241,334,106,,414,8/25/30
6766196637,242,975,996,,594,3/26/27
9040592349,243,92,944,5.10876E+15,807,5/9/23
858296004,244,578,194,,348,1/17/30
1286478243,245,553,389,,569,1/18/21
5836888078,246,335,576,5.10875E+15,245,10/16/29
506232875,247,148,209,,157,4/6/21
5597031856,248,658,636,,615,2/21/28
3502838992,249,809,300,,137,12/11/28
1923479067,250,683,627,,654,9/1/30
1071746197,251,246,227,,350,7/6/28
9098451411,252,528,271,,159,1/18/23
8665440860,253,829,736,,462,6/9/21
7044746187,254,915,428,,162,5/10/22
771370091,255,334,654,,144,1/20/27
965109224,256,742,123,5.04838E+15,117,2/14/29
4313149856,257,743,420,,583,5/25/23
9822936826,258,799,537,,995,12/22/23
7818332472,259,844,681,,731,1/7/26
931586348,260,841,289,,689,8/6/24
5169292791,261,234,127,,644,5/25/21
928686213,262,266,851,,636,10/19/28
1674045301,263,442,218,,346,4/1/29
1843442779,264,953,601,,371,5/27/23
9984671496,265,932,671,,400,1/9/27
4770099436,266,455,675,,115,8/13/23
3066181391,267,695,461,,241,11/22/28
6655423163,268,691,715,5.04838E+15,331,8/9/28
626320038,269,884,516,,261,9/16/27
9047997867,270,836,462,5.04838E+15,926,7/16/24
7739973467,271,38,349,,842,8/11/28
6942716790,272,535,415,,799,12/3/28
6953112549,273,983,369,5.10875E+15,154,10/13/26
8620943472,274,792,139,,786,5/22/30
4585670947,275,807,235,,633,11/14/23
667480382,276,793,860,,591,7/14/21
3050769165,277,95,275,,591,7/4/25
4313120041,278,149,292,,125,1/10/21
4067852193,279,199,603,,476,3/18/22
6276136824,280,418,306,,726,2/24/25
9236089208,281,718,197,,797,10/18/22
4119197719,282,574,851,,497,8/21/29
2124132199,283,184,131,,992,8/23/24
3311702581,284,45,744,,169,3/20/22
6390854323,285,394,223,,987,7/16/28
7216093860,286,769,876,,601,9/18/30
1245832689,287,566,231,,833,3/18/28
5776159717,288,764,763,,631,1/24/23
3846491780,289,6,552,,372,8/19/25
8565318877,290,777,947,,872,12/10/28
9583420123,291,919,616,,785,3/6/25
6415019996,292,58,960,,534,9/29/23
9650499881,293,734,478,,133,5/8/27
2707306576,294,632,161,,127,7/15/25
7013512923,295,545,984,,569,1/3/22
4308348145,296,645,269,,712,6/22/22
7954089827,297,531,569,,369,1/1/30
7769975751,298,389,839,,587,6/9/24
5870751241,299,723,625,,547,4/2/25
6478677222,300,353,645,,747,9/19/23
2437181059,301,151,428,,558,11/6/29
1985625970,302,504,407,,806,8/18/25
9152243354,303,479,625,,643,2/5/22
2464115479,304,757,830,,308,6/16/25
7167790745,305,651,676,5.10875E+15,984,6/15/21
921352328,306,678,459,,491,2/24/25
6467856295,307,643,145,,549,3/3/27
9990295891,308,45,624,5.04838E+15,592,3/17/28
2091257508,309,783,847,,528,6/29/30
4342740877,310,507,696,,718,3/20/30
8925938820,311,947,586,,460,4/2/26
9056558048,312,21,180,,481,9/15/22
8344588812,313,648,629,,861,8/21/23
6998545959,314,346,529,,798,12/28/22
3444744765,315,389,629,5.04837E+15,195,12/11/25
4461500055,316,815,446,,870,1/24/24
7242150353,317,937,645,,846,9/2/23
5014212786,318,699,373,,313,7/7/27
7857345202,319,261,762,5.04838E+15,262,3/12/28
758715773,320,580,324,,108,5/8/22
3383371263,321,458,417,5.10875E+15,310,4/16/27
306136791,322,735,546,,857,4/25/26
529607166,323,550,340,5.10876E+15,841,9/9/21
5684755593,324,819,627,,543,8/3/26
7411197114,325,572,806,,231,7/15/28
5541589835,326,578,270,5.04837E+15,639,11/27/30
2456605071,327,312,231,,627,12/3/26
2756541931,328,341,691,5.04838E+15,194,12/16/21
6623439129,329,467,961,,654,10/31/27
4475424755,330,30,957,,477,7/23/28
2556477512,331,338,626,,891,3/2/30
7993302382,332,576,261,5.04838E+15,480,11/29/27
611941554,333,626,756,,406,11/15/21
7148071445,334,969,189,5.10876E+15,797,11/22/27
1322378509,335,523,625,5.10876E+15,772,6/12/28
8012459876,336,897,958,,894,9/24/22
3421567689,337,600,559,5.04838E+15,667,1/22/27
2401492925,338,557,171,,844,4/1/22
1228802068,339,496,593,,304,9/20/25
3387770006,340,350,337,,569,2/16/26
7927414488,341,771,695,5.04838E+15,787,2/25/28
5299464045,342,195,100,,513,7/12/23
32155395,343,507,897,,993,3/27/30
3493773536,344,568,969,,276,12/4/23
8705795885,345,631,208,,399,8/21/25
966723139,346,791,246,,274,5/17/26
4936304948,347,535,260,,841,12/29/24
1688653724,348,722,529,,707,8/6/23
8123563442,349,225,665,,495,6/6/21
2041924020,350,760,559,,688,9/6/25
1532859570,351,455,869,,453,6/9/22
8821352323,352,482,338,,927,8/21/27
4939314375,353,359,338,5.04838E+15,947,7/24/29
1499967268,354,573,758,5.10875E+15,461,12/31/28
1709276754,355,40,246,,106,9/11/25
9177991249,356,876,200,5.10875E+15,347,1/17/22
2274051364,357,267,394,,183,4/18/27
5732152865,358,363,107,,683,11/3/27
1737712148,359,469,417,,532,11/22/23
9943242884,360,812,162,5.04837E+15,783,9/13/24
2213652171,361,97,820,,696,10/19/29
1835140580,362,343,835,,623,1/14/26
6746491749,363,235,488,,158,8/3/28
4136432992,364,463,467,,814,12/27/30
290369975,365,694,663,5.10876E+15,517,7/5/25
6286426868,366,714,558,,892,8/14/22
5466087726,367,889,410,,768,8/20/26
2502570131,368,760,383,,923,1/24/22
5374313525,369,285,246,5.04838E+15,987,8/21/23
1247777383,370,243,529,5.04837E+15,476,6/1/25
5319775989,371,798,204,,625,2/16/21
7230963737,372,579,423,5.04838E+15,167,2/26/30
6511678156,373,980,761,5.10876E+15,437,10/27/21
7294989443,374,989,125,,758,6/23/28
9645936144,375,898,257,5.10875E+15,586,6/12/23
2133064222,376,673,363,,919,10/7/30
5637068933,377,160,948,,663,11/4/28
8741509536,378,58,244,,361,5/11/28
7123369394,379,388,630,5.10875E+15,204,9/11/29
8673475961,380,385,439,,314,6/20/25
5618153351,381,466,571,,176,4/26/24
1095868233,382,638,188,,148,7/25/25
7987595950,383,73,535,,819,9/12/26
2651283452,384,823,225,5.10875E+15,241,5/22/27
1043369619,385,0,925,,113,4/22/22
8298788532,386,502,251,5.10876E+15,114,2/28/30
5436153496,387,760,894,,645,11/23/25
9504041639,388,794,850,,313,7/22/27
5930258945,389,769,451,,652,5/1/29
7723546327,390,264,248,,941,3/4/30
6985088392,391,982,818,,154,10/11/25
4647069753,392,524,887,,620,12/16/23
6423479550,393,467,142,,298,8/17/24
6220224000,394,543,574,5.04838E+15,755,9/28/23
5200187362,395,370,646,5.04837E+15,598,2/20/27
9187308584,396,982,256,5.04837E+15,571,1/6/21
5159866647,397,348,896,,899,12/1/27
9941774919,398,404,727,,414,12/18/25
5209594165,399,101,359,5.10876E+15,476,2/28/26
4799756141,400,167,347,,861,1/18/29
1385508663,401,311,915,,929,4/9/23
3123423212,402,708,709,,126,6/10/21
1403475873,403,652,888,5.04837E+15,831,8/23/21
2424673349,404,565,946,,502,11/2/28
692678050,405,271,319,,685,3/1/28
8932407622,406,53,649,5.10875E+15,777,9/29/23
8595044910,407,742,344,,179,7/2/26
2632883598,408,314,750,5.10875E+15,953,1/6/27
6444621577,409,321,797,5.04837E+15,420,7/13/22
4029850588,410,967,564,,472,7/27/23
4127609990,411,99,957,,748,10/14/25
1165663244,412,532,301,,787,5/28/27
4358930379,413,92,509,,620,6/15/23
1898253110,414,624,636,5.04837E+15,661,5/6/25
2513786033,415,764,342,,933,4/20/30
1363057847,416,274,539,,990,1/24/23
7688108152,417,885,337,5.10875E+15,338,1/14/27
1780874944,418,399,302,,862,9/3/23
8020955372,419,815,876,,124,3/26/28
5325432915,420,946,384,,969,11/12/22
9964643373,421,972,119,,883,11/27/21
6938083258,422,303,785,,122,11/6/21
1477880968,423,218,880,,378,3/21/23
1813884382,424,857,515,5.04837E+15,869,12/18/24
4913628313,425,506,965,,673,1/23/27
7658893129,426,390,797,,846,3/16/25
7768523032,427,866,123,5.04837E+15,209,12/19/26
754251640,428,21,115,,367,2/4/30
9982092634,429,351,557,,629,9/22/27
7992061012,430,943,112,,521,7/30/30
6799118937,431,719,891,5.04838E+15,408,1/3/21
1839684224,432,349,160,,406,5/15/22
1716133653,433,41,157,,703,4/3/24
2168385351,434,700,512,5.04838E+15,513,2/12/24
7233720487,435,343,703,,782,5/13/23
7100841712,436,602,580,,988,2/29/24
3738857818,437,754,102,,905,1/5/23
961393947,438,518,263,,304,8/31/27
6156400710,439,593,722,,951,5/20/24
6537064147,440,77,879,,406,7/7/29
8730073715,441,483,151,,142,8/3/25
6008480325,442,348,419,,810,3/30/28
141303077,443,662,216,,293,11/2/30
3123050572,444,631,640,5.10876E+15,683,12/27/22
2317023367,445,253,660,5.10875E+15,388,8/20/28
2414902086,446,672,922,,635,3/5/28
9976994389,447,522,514,,235,8/1/24
5625283338,448,805,109,,778,2/8/30
5239302529,449,520,262,,124,5/22/25
436966689,450,204,193,,504,4/18/28
7856541202,451,883,901,5.04837E+15,813,2/3/28
8625622070,452,547,738,,634,6/19/21
8797157155,453,624,247,,677,2/4/21
3094777260,454,896,808,,159,12/21/25
4269455160,455,577,932,,579,7/31/23
3018479300,456,816,667,,930,11/28/29
4595299923,457,621,953,5.04837E+15,789,11/2/26
1978144598,458,519,701,,199,11/29/26
4314042524,459,216,665,,104,9/23/25
3156448222,460,284,943,,486,9/1/28
7617511884,461,481,321,5.04837E+15,295,4/5/29
7547523617,462,321,919,,991,12/27/25
4063784134,463,77,275,,347,9/24/24
2656766206,464,60,999,,484,10/17/28
203345061,465,464,225,,806,11/13/26
6422827431,466,1,183,,812,1/7/27
1088318118,467,131,449,5.10875E+15,212,8/5/26
2241218634,468,9,610,,229,12/10/23
8398972777,469,947,515,,467,8/28/25
8852214852,470,380,930,,509,9/17/30
5265556273,471,63,591,,950,6/19/21
7698992993,472,467,296,,501,3/20/27
7942751171,473,598,697,,285,11/28/22
7017210336,474,67,992,5.10875E+15,958,6/3/29
1612665527,475,948,117,,948,8/23/27
1612773966,476,406,191,,315,12/6/25
7486322021,477,669,318,,186,10/25/29
5453126817,478,619,814,,571,10/29/30
8011641921,479,102,524,,698,12/22/26
2270865332,480,984,839,,168,4/28/22
8218534725,481,850,526,,675,9/30/23
1595798897,482,154,917,,780,2/3/22
7843579648,483,714,404,,866,5/12/26
5714200829,484,815,215,,274,3/19/28
1989131379,485,229,621,,811,10/3/21
174753179,486,428,519,,152,2/3/21
980360366,487,183,667,,900,2/15/21
4384096828,488,593,631,5.10875E+15,592,3/28/29
612274276,489,208,847,,886,5/31/21
8463261957,490,363,195,,201,3/27/27
3704476552,491,556,811,5.04838E+15,505,6/23/22
969503873,492,145,832,,351,9/11/30
1288021798,493,514,263,,428,7/23/23
1271790092,494,135,272,5.10875E+15,566,5/16/26
4621718452,495,778,858,5.10875E+15,265,7/8/22
5204012869,496,902,257,,350,8/18/26
59549408,497,869,967,5.04837E+15,975,7/14/30
2905346353,498,995,228,5.10875E+15,976,6/17/26
6900964206,499,42,579,,740,12/30/24
7733130190,500,166,456,,243,7/28/27
9619074777,501,584,774,,181,8/6/29
8540087510,502,265,923,,902,4/5/26
9538154703,503,514,986,5.10876E+15,952,7/9/24
2406894657,504,61,734,,128,10/4/27
3019526957,505,520,165,,572,6/27/25
2119940452,506,594,487,,272,9/3/27
2795631172,507,203,403,,696,11/5/21
9304681456,508,6,450,,136,12/24/22
8984097071,509,304,864,,295,7/25/24
8416706034,510,275,380,,115,2/6/26
2773312376,511,15,416,5.10875E+15,482,12/16/23
6335848058,512,632,187,,254,2/20/23
4730927079,513,240,286,5.10876E+15,354,4/25/29
5095455471,514,799,540,5.04837E+15,703,12/10/30
5790680755,515,252,430,,900,8/26/24
7189709266,516,647,954,,560,8/3/22
6383359495,517,836,225,5.04837E+15,479,11/14/25
8944748160,518,632,784,,147,2/3/29
6859999810,519,771,490,,960,5/8/29
6123036475,520,601,559,5.04838E+15,731,7/15/30
1259461513,521,164,288,5.10876E+15,577,12/14/29
9282851524,522,609,384,,771,10/22/29
2385965445,523,3,651,5.04838E+15,978,9/21/21
2887302043,524,222,216,5.04837E+15,289,3/5/30
6911961238,525,931,659,,351,4/7/30
3679466323,526,616,649,5.10875E+15,418,9/22/26
6407478898,527,535,394,,458,4/1/21
6816387643,528,60,829,,402,1/22/30
4063010058,529,759,788,5.10875E+15,536,7/21/29
6780044172,530,870,650,,280,10/19/29
4929958814,531,413,544,,494,5/31/28
9289604220,532,758,762,,638,8/6/23
9601184651,533,542,808,5.10876E+15,451,4/7/22
2496803176,534,810,965,,308,5/2/24
3151096999,535,140,936,,902,9/22/25
7547933947,536,817,565,,449,10/14/22
7395054830,537,285,252,,631,5/29/22
9104684753,538,819,443,,469,6/2/26
7495995432,539,845,402,,342,1/28/24
2635572321,540,218,869,5.04837E+15,991,1/22/29
751589691,541,396,725,,865,7/14/23
283507357,542,261,811,,193,4/6/29
6589283672,543,387,274,,704,9/10/30
9378340903,544,579,927,,181,9/12/28
2934565017,545,359,810,,269,12/21/26
8160134223,546,937,843,,123,8/27/22
6750474675,547,456,115,,149,11/23/29
5737340309,548,36,932,,214,4/28/28
2693413079,549,191,561,,436,11/29/26
1090286821,550,406,676,,410,9/20/26
7623901532,551,601,705,,205,7/19/29
7942294706,552,827,246,,747,9/3/25
6225966366,553,830,369,,735,5/17/23
5859193483,554,366,704,,776,7/25/25
8787043920,555,846,378,5.10876E+15,264,6/16/25
2847417613,556,350,685,,934,4/10/25
5922504924,557,303,679,,644,4/24/28
3702662820,558,38,802,,398,2/2/22
7402863670,559,971,649,5.10876E+15,984,6/11/26
1568504020,560,850,886,,179,8/26/25
372930433,561,889,839,,612,2/16/27
5738976827,562,567,185,,294,10/11/30
5241710485,563,158,575,,988,10/10/28
6920320657,564,785,648,,388,2/7/24
3889758614,565,406,133,,834,11/26/30
6955929526,566,122,884,,907,3/22/24
1717303900,567,726,559,,386,6/10/27
7651065301,568,321,762,,226,5/25/25
7822286625,569,646,878,5.04838E+15,522,5/2/23
2534501941,570,14,183,,817,1/25/30
3334134903,571,417,146,5.10876E+15,630,7/12/28
6800502987,572,821,522,,157,11/16/29
3206044057,573,928,251,,287,11/18/23
6998937261,574,255,287,,283,10/10/25
8365458284,575,428,591,5.04837E+15,365,3/9/28
8896430941,576,221,309,,736,11/18/23
193093162,577,171,332,,325,11/7/29
2334705926,578,326,433,,197,2/14/24
3493190956,579,778,827,,645,2/17/27
2934546349,580,300,724,,401,2/25/27
1333298579,581,256,813,,302,1/28/23
8683576582,582,915,121,5.10876E+15,721,11/2/23
3169712454,583,636,903,,601,12/7/26
2201501572,584,485,695,5.10876E+15,486,12/5/25
8033730951,585,391,497,,663,2/3/21
160052572,586,810,409,,187,9/28/28
1522887644,587,627,202,,480,3/13/23
2301275876,588,92,920,,435,7/1/22
2848582049,589,960,750,5.10876E+15,103,6/15/27
3361518903,590,64,494,,916,4/3/30
931622239,591,540,624,,870,6/12/26
4127489448,592,40,921,5.10875E+15,654,5/24/27
557674654,593,856,953,5.10875E+15,924,3/4/23
5854564920,594,317,298,,847,4/6/21
9399876861,595,121,478,,551,9/5/24
2035022177,596,134,309,,237,6/13/30
5635836097,597,590,142,5.04838E+15,147,11/8/25
5930382875,598,991,278,,199,12/4/29
9194398038,599,998,438,,407,12/19/28
4610362368,600,734,489,5.10876E+15,702,12/23/30
6241532219,601,393,985,,839,3/8/29
3880386218,602,179,422,,145,3/22/30
8397092188,603,198,479,5.04837E+15,535,7/14/23
8896949874,604,723,370,,803,7/11/22
2715203454,605,668,129,5.10875E+15,851,4/7/24
8544701981,606,862,953,,634,3/28/21
5295734196,607,405,485,,874,6/16/30
9938922945,608,876,592,,155,3/9/28
3737665508,609,828,152,,757,7/2/23
6639667800,610,194,753,,145,12/14/28
1079342028,611,118,930,,668,2/7/27
6545009885,612,429,932,,907,3/3/21
5462924038,613,296,625,5.10875E+15,763,9/24/25
7820719672,614,574,669,,644,11/26/25
8632980998,615,169,882,,594,8/20/26
3295837392,616,819,328,,841,3/5/21
9552677254,617,614,327,,769,10/2/23
9323720429,618,686,645,,828,2/14/26
5009778408,619,294,554,,906,5/16/28
9181372299,620,596,407,,153,10/19/21
4867777196,621,302,408,5.10875E+15,381,6/9/29
8897963463,622,478,953,5.10876E+15,955,10/1/27
1957613742,623,183,303,5.04837E+15,470,6/25/27
6246855423,624,936,399,,406,7/19/29
2955657263,625,254,123,5.10876E+15,716,5/1/26
5406131613,626,356,982,,904,4/19/22
6594888846,627,495,102,,823,12/4/21
1819267652,628,692,264,,281,11/27/22
4637669766,629,91,341,,238,7/29/25
2662323914,630,619,528,,964,3/24/26
378123793,631,698,594,,271,5/19/28
495018015,632,581,756,,240,11/23/30
4427001483,633,996,518,,446,10/29/28
2206805790,634,211,705,,510,12/4/22
6495568118,635,982,817,5.04837E+15,132,5/2/22
1627322051,636,893,682,5.04838E+15,133,12/2/26
6546070162,637,140,630,,542,8/28/29
183267028,638,518,238,5.10875E+15,848,3/31/30
6894190119,639,242,810,,236,3/16/21
9691986566,640,927,761,5.10875E+15,801,9/23/26
4929934699,641,105,515,,716,1/12/22
1537342371,642,696,817,5.04837E+15,448,1/1/28
1917678401,643,217,591,5.10876E+15,537,1/27/25
7411011045,644,902,457,5.10876E+15,372,11/2/27
